Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Total Exp,Exp_in_Current_Role,Years_Since_Last_Promotion,Job_Satisfaction,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
8698,39,Male,Married,HR,Assistant,1,51475,10,5,0,4,No,6,35,2,1,2,19,3,Yes
8699,35,Female,Single,Marketing,Assistant,1,94774,26,3,4,2,No,4,52,4,4,3,26,2,No
8700,33,Male,Divorced,Sales,Executive,1,56283,11,11,5,3,Yes,3,41,3,4,3,22,2,No
8701,35,Female,Married,IT,Executive,3,52446,9,5,1,3,Yes,4,36,2,3,1,1,4,No
8702,52,Male,Married,IT,Executive,1,36108,7,12,6,4,Yes,3,36,4,4,2,36,2,No
8703,49,Male,Single,Sales,Executive,1,54239,12,9,0,4,Yes,5,42,2,4,4,4,2,No
8704,31,Male,Single,HR,Analyst,5,61931,7,3,0,2,No,4,33,2,4,1,16,4,No
8705,34,Male,Married,HR,Assistant,5,87053,16,14,0,5,Yes,7,36,2,1,3,24,4,No
8706,37,Female,Single,IT,Manager,2,99537,25,5,1,5,Yes,3,44,2,1,3,47,4,No
8707,47,Male,Single,Finance,Assistant,2,83361,19,2,0,1,No,3,38,1,3,1,17,1,Yes
8708,42,Female,Divorced,Sales,Assistant,2,69245,16,8,6,2,No,6,44,4,4,3,14,1,No
8709,33,Female,Married,HR,Executive,5,82720,15,14,4,3,No,8,51,3,3,2,28,4,No
8710,49,Male,Divorced,HR,Executive,5,85469,14,6,6,1,No,5,40,4,3,4,43,2,Yes
8711,52,Male,Single,HR,Analyst,1,61741,13,12,4,2,No,2,32,1,3,3,20,2,No
8712,34,Female,Married,Marketing,Executive,4,122105,29,8,7,5,No,5,46,3,4,3,15,1,No
8713,26,Female,Single,Finance,Analyst,5,46922,3,1,9,4,Yes,1,38,3,4,2,48,2,No
8714,34,Male,Single,HR,Assistant,4,71513,13,2,7,3,Yes,9,31,2,4,1,18,1,No
8715,57,Female,Married,Finance,Assistant,5,131030,29,7,8,1,Yes,2,43,4,1,1,33,2,No
8716,30,Female,Single,IT,Assistant,5,115801,26,7,2,4,Yes,3,48,3,1,3,21,1,No
8717,48,Female,Divorced,IT,Analyst,3,52981,7,12,1,3,No,9,37,1,1,4,34,1,No
8718,50,Male,Married,Marketing,Analyst,4,44221,2,11,6,5,No,6,59,1,3,1,44,1,No
8719,44,Female,Single,Finance,Analyst,3,61502,10,9,6,5,No,7,51,1,3,2,9,3,Yes
8720,43,Female,Single,Sales,Executive,1,66038,15,12,2,5,No,1,55,4,3,4,37,3,No
8721,38,Female,Single,Marketing,Manager,3,40229,3,12,1,2,No,4,59,2,2,4,10,4,No
8722,21,Female,Married,HR,Executive,3,52449,6,6,9,3,No,7,41,1,1,1,44,1,No
8723,41,Male,Divorced,IT,Manager,1,102364,29,12,1,2,Yes,5,58,2,4,3,4,4,No
8724,39,Male,Single,IT,Executive,4,106800,25,7,2,5,Yes,3,33,1,2,1,30,3,No
8725,52,Female,Single,Sales,Assistant,2,67958,14,4,7,3,Yes,1,36,3,3,2,38,3,Yes
8726,27,Female,Single,Marketing,Analyst,5,56096,4,2,7,3,Yes,9,51,3,2,2,17,3,Yes
8727,44,Female,Married,Finance,Executive,4,82436,15,9,0,5,Yes,6,38,2,1,3,44,2,No
8728,28,Male,Single,IT,Analyst,1,34793,5,11,8,2,Yes,5,31,3,3,2,23,2,No
8729,53,Male,Single,HR,Executive,3,51160,6,1,4,1,Yes,3,50,1,2,3,5,2,Yes
8730,42,Female,Single,Sales,Assistant,2,77179,19,6,4,5,Yes,3,56,2,2,1,35,2,No
8731,24,Female,Married,Sales,Analyst,3,82873,18,10,1,5,Yes,2,47,2,1,1,24,1,No
8732,44,Male,Divorced,Sales,Assistant,5,98960,20,9,4,1,Yes,7,30,1,1,2,25,1,No
8733,27,Female,Married,HR,Manager,1,34186,6,10,5,1,No,4,43,2,4,2,23,2,Yes
8734,35,Female,Divorced,Sales,Analyst,2,32773,4,10,6,3,Yes,4,46,1,1,4,34,4,No
8735,34,Male,Divorced,Finance,Executive,4,70460,12,2,0,1,Yes,8,31,3,4,1,15,3,No
8736,20,Male,Married,Finance,Analyst,4,102352,24,2,2,3,No,3,52,3,3,1,11,2,Yes
8737,41,Male,Single,Marketing,Manager,1,96943,25,12,3,1,Yes,9,55,1,4,4,35,4,Yes
8738,22,Male,Divorced,Marketing,Manager,1,92202,24,9,6,2,Yes,7,54,4,2,1,10,2,Yes
8739,57,Male,Single,Finance,Executive,3,72344,14,13,7,3,Yes,8,44,1,3,2,3,4,No
8740,33,Female,Divorced,HR,Assistant,2,45507,7,10,4,2,Yes,5,58,4,3,3,27,1,Yes
8741,55,Male,Single,Marketing,Analyst,5,45830,2,10,6,1,No,1,49,2,4,2,10,1,No
8742,37,Male,Single,Sales,Assistant,1,93117,26,9,1,2,Yes,6,54,1,3,4,10,1,No
8743,37,Male,Married,Finance,Assistant,2,26481,2,4,7,5,No,8,57,2,2,1,1,4,No
8744,22,Male,Single,IT,Executive,1,97287,26,8,1,1,Yes,5,36,3,3,4,9,3,No
8745,29,Male,Divorced,HR,Analyst,1,84802,21,8,2,3,No,8,45,1,2,4,49,3,Yes
8746,58,Male,Single,HR,Manager,4,98298,20,11,2,1,Yes,2,33,3,1,1,27,1,No
8747,20,Female,Single,Finance,Executive,2,36477,4,2,5,4,No,8,59,2,3,1,31,3,Yes
8748,46,Male,Single,IT,Assistant,4,96533,20,4,9,5,No,7,44,1,1,1,7,3,Yes
8749,46,Female,Divorced,HR,Manager,4,99243,23,6,5,3,Yes,7,58,4,1,1,17,3,No
8750,30,Female,Divorced,Marketing,Assistant,2,36012,3,4,0,1,Yes,9,39,4,4,3,39,3,No
8751,24,Male,Divorced,IT,Analyst,4,36865,2,7,9,5,No,9,39,1,1,3,19,1,Yes
8752,26,Male,Single,Sales,Assistant,3,97753,21,13,1,3,Yes,2,39,3,1,2,43,3,No
8753,38,Female,Married,Marketing,Manager,5,127329,29,10,4,5,Yes,3,54,4,4,3,3,2,No
8754,48,Female,Divorced,IT,Analyst,5,53603,6,12,8,3,Yes,3,51,1,2,4,34,3,No
8755,34,Female,Single,Finance,Executive,3,72756,14,5,5,5,Yes,9,45,4,3,1,13,1,No
8756,54,Male,Divorced,HR,Assistant,1,43018,8,4,5,3,No,4,36,4,1,4,48,1,No
8757,56,Female,Married,Marketing,Analyst,4,68192,11,6,0,3,Yes,5,59,4,1,4,16,4,No
8758,31,Male,Single,Finance,Analyst,5,94015,19,6,7,4,Yes,2,56,2,1,1,29,4,No
8759,49,Male,Divorced,IT,Executive,2,74850,15,5,8,3,Yes,7,37,3,1,3,4,3,No
8760,39,Female,Divorced,Sales,Executive,1,78380,20,6,4,4,Yes,1,48,1,3,2,16,1,No
8761,56,Male,Married,HR,Manager,5,98770,20,5,9,1,Yes,3,40,1,1,4,19,1,No
8762,22,Male,Divorced,HR,Analyst,4,95829,20,7,2,1,No,5,42,2,3,3,27,1,Yes
8763,28,Female,Single,Marketing,Analyst,5,105613,23,14,9,5,Yes,9,36,4,2,1,39,4,Yes
8764,58,Female,Single,Finance,Manager,4,91879,20,5,4,2,No,5,59,3,4,3,33,3,Yes
8765,45,Male,Married,IT,Assistant,1,62372,14,4,4,2,Yes,6,42,2,4,3,16,1,No
8766,21,Female,Married,IT,Analyst,3,98108,23,11,0,1,No,8,56,2,1,1,46,3,Yes
8767,42,Male,Married,Finance,Analyst,4,51291,4,9,8,4,No,5,39,3,4,3,22,2,Yes
8768,42,Female,Single,HR,Assistant,4,69266,10,5,9,3,Yes,7,55,3,4,2,24,2,No
8769,40,Female,Married,Finance,Executive,1,47978,8,6,1,5,Yes,9,56,2,2,3,38,4,No
8770,35,Female,Divorced,IT,Executive,1,30148,5,2,4,3,Yes,6,55,3,1,2,47,1,No
8771,28,Female,Divorced,Finance,Executive,2,75754,18,1,0,3,No,4,36,1,4,4,15,4,No
8772,32,Male,Single,HR,Manager,1,109378,29,3,6,2,Yes,9,56,1,3,1,11,4,Yes
8773,47,Female,Divorced,Marketing,Assistant,5,116681,25,7,6,1,No,3,59,3,3,3,25,1,Yes
8774,46,Male,Married,HR,Executive,4,108756,25,1,4,4,No,3,54,3,3,3,41,1,No
8775,36,Male,Divorced,Sales,Manager,3,85371,17,1,9,2,Yes,2,33,2,4,3,8,1,No
8776,57,Female,Married,Sales,Assistant,1,39116,5,8,9,3,Yes,6,45,1,3,4,16,2,No
8777,55,Female,Divorced,Finance,Executive,4,44392,3,3,1,3,Yes,2,41,4,3,2,17,1,No
8778,20,Female,Single,HR,Analyst,3,64795,10,2,7,1,No,2,49,2,2,2,39,1,No
8779,37,Female,Married,HR,Analyst,2,104052,27,8,2,4,No,3,32,1,1,3,35,4,No
8780,28,Female,Divorced,IT,Executive,5,103692,21,13,4,1,No,3,36,1,3,4,48,2,No
8781,32,Male,Single,Marketing,Executive,2,36218,4,12,5,5,Yes,2,30,3,1,4,1,2,No
8782,59,Female,Divorced,HR,Manager,1,76803,19,10,5,5,No,2,45,2,3,1,22,4,No
8783,34,Male,Single,Finance,Analyst,5,106377,23,14,7,2,No,6,51,1,2,4,28,1,No
8784,23,Male,Divorced,IT,Assistant,2,40086,5,2,0,1,Yes,8,42,3,2,1,47,1,No
8785,52,Male,Married,IT,Executive,4,36182,1,13,4,3,Yes,4,33,4,1,3,22,2,No
8786,43,Male,Married,Finance,Assistant,1,30160,4,10,6,5,Yes,4,31,3,2,4,2,4,Yes
8787,55,Female,Married,Finance,Executive,2,29576,1,14,4,2,No,6,51,4,1,3,6,3,No
8788,29,Female,Married,HR,Analyst,5,88903,15,7,7,5,No,5,56,2,3,2,15,2,No
8789,55,Male,Married,HR,Executive,5,46586,3,7,1,5,No,4,43,3,4,3,45,4,No
8790,39,Male,Divorced,IT,Assistant,3,108648,27,10,4,5,Yes,5,32,3,1,1,30,4,Yes
8791,30,Female,Divorced,IT,Analyst,5,72313,10,6,3,5,Yes,9,35,4,4,4,22,2,Yes
8792,31,Male,Divorced,Marketing,Executive,5,114717,26,1,2,1,No,5,42,2,3,2,13,1,No
8793,37,Female,Divorced,IT,Analyst,1,35308,5,1,1,3,No,7,31,3,1,2,29,3,Yes
8794,49,Male,Married,Finance,Manager,5,108407,22,11,7,1,No,1,54,3,2,4,37,2,Yes
8795,56,Female,Single,Finance,Assistant,3,58870,11,14,3,2,Yes,3,51,4,3,4,38,3,No
8796,39,Male,Married,Marketing,Executive,5,89574,17,11,9,2,Yes,6,41,4,2,3,21,3,No
8797,44,Male,Divorced,Sales,Executive,3,108827,26,3,9,2,No,6,37,2,4,2,30,2,No
8798,31,Male,Married,Sales,Executive,4,64986,9,12,3,3,Yes,1,38,1,3,4,17,4,No
8799,40,Female,Married,Finance,Assistant,3,72462,13,13,3,1,Yes,2,39,1,3,4,47,3,Yes
8800,44,Female,Married,Sales,Manager,1,66735,14,12,8,2,No,4,55,2,2,3,30,1,No
8801,30,Female,Single,Sales,Assistant,2,55741,9,12,6,1,No,3,32,2,2,4,34,4,No
8802,28,Male,Married,Marketing,Executive,2,76769,17,11,9,3,No,8,46,1,1,3,37,3,No
8803,44,Male,Married,IT,Assistant,4,56733,7,13,2,3,Yes,5,58,3,4,1,30,3,No
8804,54,Male,Single,IT,Executive,1,72904,16,4,4,2,No,5,39,2,3,4,32,3,No
8805,51,Male,Married,Sales,Assistant,4,93240,20,9,3,1,No,6,56,2,1,2,36,2,No
8806,33,Male,Married,HR,Analyst,4,78554,13,12,0,4,Yes,6,49,3,1,2,34,4,No
8807,20,Male,Married,Marketing,Assistant,5,81893,14,7,3,3,Yes,4,50,3,4,2,7,2,No
8808,36,Female,Married,Sales,Executive,5,98476,18,1,6,2,No,2,35,2,4,2,17,2,No
8809,44,Female,Married,HR,Executive,1,99886,28,4,4,3,Yes,4,58,1,2,1,49,3,No
8810,27,Female,Divorced,HR,Assistant,2,58854,11,6,5,1,No,6,51,3,2,4,40,1,No
8811,24,Male,Married,Marketing,Assistant,3,111318,27,14,5,4,Yes,7,32,2,4,1,44,3,Yes
8812,24,Female,Single,IT,Analyst,5,43258,2,13,6,4,Yes,4,34,4,4,4,27,3,No
8813,54,Male,Married,Finance,Manager,1,85382,22,6,0,4,Yes,9,52,3,3,2,43,1,No
8814,38,Male,Divorced,HR,Manager,1,34785,6,7,5,4,No,8,58,1,3,4,29,3,No
8815,42,Female,Single,Finance,Analyst,2,42727,5,9,8,5,No,7,37,4,1,2,48,2,No
8816,28,Male,Single,Finance,Manager,1,24295,3,6,9,1,No,7,53,1,2,1,37,4,No
8817,49,Male,Married,Marketing,Manager,1,98597,27,1,4,4,No,1,56,4,2,4,6,2,No
8818,35,Male,Divorced,IT,Executive,2,41680,7,3,6,1,No,9,44,1,4,2,25,2,Yes
8819,52,Male,Married,Marketing,Executive,5,48890,3,1,2,5,Yes,7,32,2,3,2,38,2,No
8820,21,Male,Divorced,HR,Executive,2,63298,13,6,3,2,No,9,47,3,4,2,15,2,Yes
8821,33,Female,Divorced,IT,Assistant,4,111324,27,7,3,5,No,9,56,4,3,4,23,1,No
8822,20,Female,Married,Sales,Assistant,5,111952,23,12,5,3,Yes,8,41,3,1,4,37,4,No
8823,45,Male,Divorced,IT,Manager,4,36986,2,12,2,1,No,7,43,4,2,2,40,3,No
8824,44,Male,Married,Marketing,Assistant,1,90118,24,3,2,2,No,2,51,2,4,3,24,4,No
8825,35,Female,Divorced,Marketing,Executive,4,36760,2,10,9,4,No,6,38,3,3,1,43,3,Yes
8826,34,Female,Single,Finance,Assistant,2,81758,18,9,4,2,Yes,7,37,3,2,1,33,4,No
8827,45,Female,Married,Sales,Manager,2,41228,4,1,1,5,Yes,1,48,1,2,1,47,2,No
8828,35,Male,Divorced,IT,Executive,3,103906,26,1,0,4,No,1,31,1,4,3,21,1,No
8829,33,Female,Single,Sales,Manager,1,71499,17,7,1,5,No,2,45,2,2,4,35,2,No
8830,48,Female,Single,Finance,Assistant,2,53364,11,12,8,3,Yes,4,33,4,2,3,30,2,No
8831,43,Male,Single,Sales,Analyst,5,63769,7,5,2,4,No,9,46,2,4,3,40,2,Yes
8832,34,Male,Single,Sales,Analyst,2,29413,2,5,2,1,Yes,7,48,2,3,4,30,3,No
8833,38,Female,Married,IT,Executive,5,88027,15,5,0,4,Yes,8,47,2,2,1,26,1,No
8834,27,Male,Divorced,Sales,Manager,1,64939,14,11,1,2,Yes,3,46,4,3,2,48,4,No
8835,53,Female,Single,Finance,Analyst,3,76261,14,11,5,2,Yes,7,54,1,4,2,31,1,No
8836,21,Female,Divorced,HR,Analyst,3,46081,6,12,1,4,No,8,43,4,4,3,23,4,No
8837,46,Male,Divorced,HR,Executive,4,50448,5,5,9,2,No,4,55,1,4,1,34,2,No
8838,29,Male,Divorced,Marketing,Executive,2,65258,14,2,9,5,Yes,2,44,4,2,4,47,2,No
8839,54,Female,Married,HR,Manager,1,80107,21,14,7,1,No,9,46,3,4,1,25,2,No
8840,42,Male,Married,IT,Analyst,4,124928,29,1,5,3,No,4,35,4,2,1,10,3,No
8841,27,Male,Single,Marketing,Manager,1,29933,4,5,1,5,Yes,8,35,1,1,3,12,1,No
8842,47,Male,Divorced,HR,Manager,1,59829,14,10,9,3,Yes,1,59,2,2,3,7,2,No
8843,42,Male,Married,HR,Executive,4,53633,5,9,5,1,Yes,2,42,4,1,2,29,2,No
8844,23,Male,Married,Marketing,Manager,1,56006,12,8,1,4,No,5,41,4,4,3,31,3,No
8845,33,Male,Married,IT,Assistant,4,112559,27,9,0,2,Yes,8,42,4,4,1,34,4,No
8846,48,Male,Single,Marketing,Manager,2,96741,25,3,4,4,Yes,6,35,4,1,1,44,1,No
8847,20,Female,Married,IT,Analyst,4,74830,13,2,4,4,Yes,6,38,1,3,3,16,1,No
8848,23,Male,Divorced,IT,Manager,2,114523,29,5,7,1,Yes,4,43,2,4,4,19,4,No
8849,51,Female,Married,Finance,Assistant,3,61625,12,7,3,5,No,3,51,3,2,3,13,3,Yes
8850,52,Male,Married,HR,Assistant,4,115690,28,13,1,1,No,9,52,3,2,2,25,4,No
8851,45,Female,Single,HR,Analyst,3,84282,17,4,6,4,No,1,32,3,4,3,32,4,No
8852,36,Male,Divorced,Sales,Analyst,4,90310,18,2,2,3,Yes,4,55,2,1,1,25,2,No
8853,58,Female,Married,Marketing,Manager,1,54006,12,9,2,1,No,5,31,4,1,2,10,4,No
8854,42,Male,Divorced,Finance,Assistant,3,98302,23,6,7,5,No,9,53,1,1,2,47,3,No
8855,51,Female,Divorced,HR,Assistant,5,63088,9,3,2,1,Yes,5,33,2,3,1,18,2,No
8856,34,Male,Married,Sales,Manager,5,98007,19,12,1,2,Yes,5,31,1,3,1,38,1,No
8857,32,Male,Single,Finance,Analyst,5,105611,22,11,9,5,Yes,6,55,1,3,1,41,1,Yes
8858,21,Female,Divorced,IT,Assistant,3,121372,29,1,8,2,No,5,33,4,2,2,23,3,Yes
8859,38,Female,Married,HR,Manager,2,90928,21,1,7,3,No,1,42,4,4,3,34,4,No
8860,43,Male,Divorced,Marketing,Analyst,4,109490,25,14,1,4,Yes,7,59,1,1,2,48,4,Yes
8861,43,Female,Divorced,Finance,Manager,1,68378,15,8,7,2,No,1,34,3,1,2,2,3,No
8862,30,Female,Divorced,Sales,Analyst,1,43597,9,11,4,2,Yes,1,38,2,3,2,28,3,No
8863,41,Male,Married,Marketing,Analyst,3,67747,13,4,9,4,No,1,37,4,2,3,45,2,Yes
8864,34,Female,Divorced,IT,Assistant,5,82670,15,9,9,3,Yes,8,47,2,3,2,8,1,No
8865,29,Male,Divorced,Marketing,Executive,1,59431,12,5,3,4,Yes,4,59,2,2,3,37,2,No
8866,46,Female,Single,Sales,Assistant,1,47580,10,5,9,2,Yes,5,30,4,1,4,5,2,No
8867,28,Male,Married,IT,Manager,2,36432,3,8,4,1,Yes,5,59,2,2,3,29,2,No
8868,47,Female,Married,Sales,Analyst,1,101330,26,7,9,2,No,2,30,2,2,3,18,1,Yes
8869,20,Male,Divorced,HR,Assistant,1,47506,10,13,4,4,Yes,2,46,2,2,4,37,1,No
8870,36,Male,Single,Sales,Analyst,4,88725,18,8,0,5,Yes,3,57,1,1,4,19,4,No
8871,50,Female,Divorced,Marketing,Assistant,1,106300,29,14,4,5,Yes,4,32,4,1,1,19,4,No
8872,29,Female,Divorced,HR,Manager,4,69941,10,4,6,4,Yes,6,51,1,3,1,3,4,No
8873,56,Male,Married,HR,Manager,5,55759,4,12,7,5,No,7,53,3,3,4,49,1,No
8874,48,Male,Single,Finance,Manager,2,111002,28,10,7,4,Yes,3,42,4,1,4,6,1,Yes
8875,37,Female,Divorced,Marketing,Assistant,1,108073,28,2,1,1,Yes,3,45,3,1,4,27,2,No
8876,57,Female,Married,Marketing,Executive,2,101131,25,6,9,4,Yes,7,51,1,3,4,8,1,No
8877,58,Female,Divorced,IT,Manager,2,37831,3,14,0,1,No,1,33,4,2,1,10,3,No
8878,25,Female,Divorced,Sales,Assistant,2,84537,20,13,3,5,Yes,1,48,2,1,2,37,2,Yes
8879,59,Female,Single,Sales,Executive,3,81335,18,7,2,3,Yes,4,51,3,4,2,9,3,Yes
8880,31,Female,Single,Marketing,Assistant,4,85321,17,6,7,5,No,1,38,4,3,4,19,2,No
8881,33,Male,Single,Sales,Assistant,2,37985,5,3,5,4,Yes,8,59,2,3,1,49,4,No
8882,29,Female,Divorced,Marketing,Manager,5,95559,20,3,4,5,No,6,49,1,1,2,33,4,No
8883,39,Female,Single,HR,Executive,1,45713,10,5,8,3,Yes,6,32,4,1,3,35,2,No
8884,34,Female,Married,Sales,Assistant,2,30593,2,7,5,5,Yes,5,45,1,3,4,31,2,No
8885,50,Female,Divorced,Sales,Assistant,2,89988,22,2,5,3,No,9,50,2,1,4,45,1,Yes
8886,26,Male,Single,Marketing,Assistant,1,84203,21,12,0,2,Yes,9,35,3,3,2,16,3,No
8887,29,Male,Divorced,Marketing,Assistant,5,38256,1,11,8,4,No,3,45,3,3,2,14,4,No
8888,29,Male,Divorced,IT,Manager,2,76768,16,4,1,4,Yes,3,56,4,4,4,20,2,No
8889,58,Male,Married,Sales,Assistant,2,50037,10,13,0,3,Yes,7,36,4,3,4,34,2,No
8890,47,Female,Married,Finance,Executive,5,52652,3,12,6,1,No,3,49,4,2,1,48,3,No
8891,49,Male,Married,Marketing,Analyst,2,41632,4,8,4,3,Yes,6,42,3,2,4,37,2,No
8892,56,Female,Divorced,Finance,Executive,5,39832,1,3,5,2,No,8,58,4,4,2,8,3,No
8893,22,Female,Divorced,HR,Assistant,2,111600,28,7,3,4,Yes,5,47,4,2,2,5,3,Yes
8894,34,Male,Married,HR,Assistant,1,56167,12,14,7,4,No,9,40,2,3,3,7,2,No
8895,40,Male,Divorced,Finance,Executive,5,74432,13,10,6,5,No,5,59,2,3,2,1,4,No
8896,56,Female,Married,HR,Analyst,1,100151,27,3,0,3,Yes,1,53,4,4,2,16,4,No
8897,31,Male,Married,Finance,Manager,1,45411,8,8,5,2,No,7,56,1,1,2,26,3,No
8898,23,Male,Single,IT,Analyst,2,78751,19,7,2,5,Yes,9,35,4,2,3,9,1,No
8899,28,Female,Married,IT,Analyst,5,54997,5,1,7,1,Yes,5,56,3,1,2,29,3,No
8900,58,Female,Single,HR,Analyst,3,66720,12,4,5,5,Yes,8,44,3,4,1,27,4,No
8901,47,Female,Married,Finance,Executive,1,79616,19,7,5,2,Yes,1,54,4,1,2,42,4,No
8902,42,Female,Divorced,Finance,Analyst,1,27256,4,12,4,3,No,9,42,2,4,4,24,3,No
8903,59,Female,Single,Finance,Manager,1,60671,15,12,7,1,Yes,1,53,4,4,4,46,2,No
8904,41,Male,Divorced,HR,Assistant,2,95489,25,13,5,4,No,5,36,2,4,4,10,4,No
8905,43,Female,Divorced,Finance,Executive,2,65889,13,5,6,5,Yes,4,36,1,4,3,7,2,No
8906,45,Female,Married,Marketing,Executive,1,56096,13,3,8,2,No,3,48,4,4,1,28,1,No
8907,49,Female,Married,Finance,Analyst,2,30682,3,2,5,3,No,8,59,2,3,3,20,3,No
8908,52,Male,Divorced,Marketing,Assistant,2,46460,8,9,5,5,No,7,49,4,2,3,44,2,No
8909,35,Female,Married,IT,Assistant,2,90529,22,10,8,2,No,8,41,3,1,1,49,3,Yes
8910,41,Female,Married,Marketing,Assistant,4,53121,6,6,5,1,Yes,7,44,3,1,3,34,4,No
8911,37,Male,Married,IT,Executive,5,87975,17,10,6,5,No,2,47,1,2,1,29,1,Yes
8912,26,Female,Divorced,HR,Manager,2,107216,28,1,3,5,Yes,9,58,1,1,4,49,1,Yes
8913,45,Female,Single,IT,Assistant,4,72581,11,5,4,3,No,5,54,1,2,3,41,1,No
8914,27,Female,Single,IT,Executive,4,55515,7,12,7,2,Yes,2,43,1,1,4,2,3,No
8915,25,Male,Divorced,Finance,Analyst,2,70692,15,7,9,2,Yes,4,43,3,4,1,2,1,No
8916,49,Male,Married,Sales,Assistant,4,51776,4,8,9,4,No,2,53,3,3,1,17,3,No
8917,58,Female,Married,IT,Analyst,3,53939,8,5,4,4,No,7,47,1,1,3,30,4,No
8918,42,Female,Single,Marketing,Assistant,4,110563,25,12,3,2,No,4,56,1,4,2,10,1,Yes
8919,51,Female,Divorced,HR,Analyst,5,43963,2,12,7,5,Yes,6,50,3,4,1,32,4,No
8920,41,Male,Divorced,Marketing,Executive,4,106529,24,13,4,1,No,4,30,3,4,4,7,2,No
8921,28,Male,Married,HR,Analyst,2,59786,11,10,1,4,Yes,5,44,3,3,2,22,4,No
8922,50,Male,Married,Marketing,Executive,1,45200,8,12,9,4,No,2,51,1,3,1,17,1,No
8923,26,Male,Married,IT,Analyst,3,91976,22,13,7,1,No,6,50,4,2,1,15,1,Yes
8924,28,Male,Divorced,Sales,Analyst,4,94345,19,10,7,3,Yes,3,40,1,4,3,38,4,Yes
8925,32,Male,Single,IT,Analyst,3,40045,5,1,6,5,Yes,2,59,2,4,1,15,1,No
8926,22,Female,Divorced,Finance,Assistant,5,90193,18,12,8,4,Yes,5,47,1,1,3,27,1,Yes
8927,54,Male,Divorced,Marketing,Manager,4,52512,6,2,8,3,No,4,32,3,3,2,45,1,No
8928,52,Female,Divorced,Sales,Manager,4,91943,19,4,3,2,Yes,9,49,3,3,4,46,4,No
8929,40,Male,Single,Marketing,Assistant,3,91282,20,14,6,4,No,4,31,4,1,4,1,3,No
8930,50,Female,Married,Finance,Analyst,4,105246,25,10,0,1,No,1,49,1,2,1,43,4,No
8931,53,Male,Married,Finance,Analyst,4,111219,26,1,0,2,No,7,40,2,1,2,30,2,No
8932,51,Female,Divorced,Finance,Assistant,1,38983,5,4,2,2,No,1,31,3,2,4,45,3,No
8933,54,Female,Divorced,IT,Executive,3,64636,13,13,5,5,No,5,32,2,3,1,9,2,No
8934,34,Female,Single,IT,Executive,2,92775,23,6,9,3,No,5,58,4,2,4,40,1,No
8935,51,Male,Single,Sales,Assistant,2,58421,12,14,7,5,Yes,6,58,2,1,2,24,2,No
8936,25,Male,Married,Finance,Manager,5,71280,9,6,4,2,Yes,3,30,4,3,2,45,4,No
8937,40,Male,Divorced,IT,Executive,1,106183,29,2,2,5,Yes,6,32,2,1,3,41,4,No
8938,52,Female,Single,HR,Assistant,3,40712,5,1,1,1,No,8,57,2,1,3,8,1,No
8939,51,Female,Single,HR,Executive,3,81845,17,12,9,4,Yes,3,53,1,1,3,38,2,No
8940,38,Female,Divorced,IT,Assistant,1,74323,18,8,7,1,Yes,3,30,2,1,3,11,1,No
8941,52,Male,Divorced,Sales,Executive,1,30032,3,9,8,2,No,2,55,4,3,4,29,3,No
8942,47,Male,Divorced,Marketing,Executive,5,95644,19,9,6,5,Yes,9,41,3,3,1,49,1,Yes
8943,50,Female,Divorced,Finance,Assistant,2,72773,15,7,5,3,Yes,4,45,3,3,3,26,2,No
8944,40,Male,Divorced,IT,Manager,3,78108,17,12,9,3,No,6,34,4,2,3,7,4,No
8945,53,Male,Divorced,Sales,Manager,1,45614,9,4,1,2,No,1,43,2,1,1,40,2,No
8946,34,Male,Single,Marketing,Executive,3,109434,25,2,1,4,Yes,5,43,3,1,2,10,3,Yes
8947,33,Male,Divorced,Sales,Executive,2,110957,28,7,5,5,No,5,49,1,1,1,27,1,No
8948,38,Female,Married,Marketing,Manager,3,42279,4,6,8,1,Yes,4,41,4,4,2,4,2,No
8949,34,Male,Divorced,HR,Assistant,3,56332,9,13,8,1,No,6,44,4,3,3,35,2,No
8950,25,Male,Married,Marketing,Analyst,1,30900,4,14,8,3,No,7,30,2,3,1,40,3,No
8951,28,Female,Married,HR,Executive,1,94939,24,14,2,1,No,2,36,4,2,3,37,1,No
8952,56,Female,Married,Finance,Analyst,1,30963,3,7,2,4,Yes,9,40,3,2,1,24,4,No
8953,39,Male,Divorced,IT,Executive,2,51568,9,1,8,2,No,3,34,2,2,4,26,1,Yes
8954,53,Male,Divorced,HR,Manager,4,70838,11,14,4,5,No,5,55,4,2,2,46,3,No
8955,57,Male,Married,Sales,Assistant,2,54845,11,4,2,1,Yes,8,59,4,1,1,27,3,No
8956,45,Male,Divorced,Marketing,Executive,1,75382,20,1,6,2,No,3,47,1,4,3,42,4,No
8957,37,Female,Single,Sales,Analyst,5,126112,29,7,5,5,No,1,34,1,1,2,30,3,No
8958,47,Female,Single,HR,Manager,3,56069,8,6,9,2,Yes,9,47,4,1,4,32,2,No
8959,28,Female,Single,Sales,Executive,3,115810,29,10,2,1,No,8,33,3,2,4,49,2,No
8960,51,Male,Single,Marketing,Assistant,3,32509,2,8,5,2,No,9,52,2,4,2,26,3,Yes
